filename	onset	offset	event_label
1450.wav	4.059008234558503	4.935062234558503	Cat
1450.wav	5.584874672565191	6.09049825533163	Cat
1451.wav	3.120073727027688	5.76061808844531	Cat
1451.wav	6.683540812193569	8.153767569563184	Cat
1453.wav	7.28289808770072	7.918272087700719	Cat
1454.wav	5.1840926541772365	6.060146654177236	Cat
1454.wav	9.16258279229802	10.0	Cat
1455.wav	5.696285579779437	6.792680137602567	Cat
1456.wav	4.484654872246917	5.3828178722469175	Cat
1456.wav	7.161520457095812	7.944014457095813	Cat
1456.wav	8.492349934936732	9.247224934936732	Cat
1458.wav	3.331958249592141	10.0	Cat
146.wav	1.9512685634577795	2.2839665634577795	Alarm_bell_ringing
1461.wav	6.132571210547817	7.030734210547816	Cat
1463.wav	0.8105495503590557	2.281048416572208	Cat
1464.wav	1.5368029655697515	2.655782557406486	Cat
1464.wav	4.046370606474188	5.320111606474189	Cat
1465.wav	8.128355454528215	9.558763454528217	Speech
1467.wav	2.4174558712752097	7.087863871275211	Dog
1468.wav	9.30745474299815	10.0	Speech
1474.wav	2.6045127535234043	3.650725753523404	Cat
1475.wav	1.8839374577715655	2.2060463013089806	Cat
1476.wav	7.532921459967357	8.055098330715657	Cat
1476.wav	8.48368558675153	9.378583545935204	Cat
1479.wav	8.351589699061693	8.69623822513879	Speech
148.wav	4.089568339039433	4.572538860581383	Alarm_bell_ringing
1482.wav	6.403398142650667	8.220745081426179	Cat
1486.wav	1.1438053678790927	1.9471613678790929	Cat
1487.wav	5.261849968629338	5.956838630760857	Cat
1487.wav	7.091129388404101	8.105052290898433	Cat
1487.wav	8.639452053341099	9.331833115130392	Cat
1488.wav	8.890123418293582	9.23477194437068	Speech
1489.wav	2.568578337598539	3.3719343375985384	Cat
1489.wav	8.660220184456456	9.911902576495127	Cat
149.wav	0.4438867905725612	1.0696687905725613	Speech
149.wav	4.409301755959327	5.83481921622495	Speech
149.wav	8.790705380117792	9.522610142022556	Speech
1491.wav	5.223921208188361	8.432923208188361	Alarm_bell_ringing
1492.wav	7.883171215830987	9.774010215830986	Speech
1494.wav	3.959174812880273	5.818925379773698	Speech
1494.wav	6.254684641831233	8.22856219285164	Speech
1497.wav	4.501529399103148	5.943819399103148	Cat
1497.wav	9.163243642032207	10.0	Cat
1499.wav	0.0035996836756857775	0.9017626836756858	Cat
1499.wav	1.1433268257827178	1.4654356693201331	Cat
1499.wav	8.53542637113936	9.625925237352511	Cat
150.wav	2.8536231591600334	4.30278415689246	Alarm_bell_ringing
150.wav	8.829432941183681	9.13961394118368	Alarm_bell_ringing
1500.wav	2.6852723073963154	4.5450228742897405	Speech
1500.wav	8.289048271124345	9.859229271124343	Speech
1502.wav	3.6651598483329915	4.464705848332992	Cat
1502.wav	6.64483414941288	7.240253650546666	Cat
1503.wav	5.394232070194111	6.824640070194111	Speech
1503.wav	8.731675426833865	9.887253426833864	Speech
1504.wav	9.26839350309614	9.55521850309614	Dog
1507.wav	7.244273829792893	8.193502829792893	Cat
1510.wav	7.11475834836218	10.0	Alarm_bell_ringing
1511.wav	9.598933592398886	10.0	Cat
1513.wav	1.810273406423162	5.543940450526518	Cat
1514.wav	1.2922611932678274	2.1049141932678275	Cat
1514.wav	5.964467615805947	7.6606583688607355	Cat
1515.wav	1.2037830653699195	3.59650406536992	Speech
1517.wav	5.175854132281787	5.602112635683147	Speech
1518.wav	8.866375125996559	10.0	Speech
1519.wav	0.666012855531916	0.9987566197042516	Dog
1521.wav	9.527228800599225	10.0	Cat
1522.wav	1.2336085235353198	1.881454328523982	Cat
1522.wav	5.595649734352149	8.573880734352148	Cat
1523.wav	9.186429224056793	10.0	Alarm_bell_ringing
1525.wav	2.5461135134344697	3.4458185134344697	Cat
1527.wav	4.4094615344529595	4.951071511777223	Cat
1529.wav	1.8838435260077944	2.4964965260077947	Speech
1529.wav	5.1896362951560215	5.7697492951560205	Speech
1529.wav	6.859458180459748	7.4395711804597475	Speech
1530.wav	0.3920831980058446	1.1745771980058446	Cat
1530.wav	1.9597314982446348	2.595831271487265	Cat
1530.wav	3.6328825796903166	4.723381445903469	Cat
1530.wav	8.242666637433217	9.117632623827776	Cat
1531.wav	7.250138220017472	8.120478220017473	Cat
1532.wav	4.1859563989055895	5.017702398905589	Speech
1533.wav	2.092697649586611	2.4148064931240256	Cat
1533.wav	3.812511588987823	5.0179764415955335	Cat
1535.wav	2.121053187825422	3.6982265359608832	Speech
1535.wav	4.9145488478889865	5.729491847888987	Speech
1537.wav	4.26627941810452	4.811222418104519	Cat
1537.wav	5.4904351946262775	6.586829752449407	Cat
1538.wav	1.336603419727985	3.0148344197279853	Cat
1538.wav	3.7969319904102	4.691829949593874	Cat
1539.wav	9.321256886780207	9.676721739387917	Dog
1541.wav	4.715236230099569	5.373882443920639	Dog
1541.wav	8.208547806877814	9.616688396446976	Dog
1542.wav	4.97064062123266	5.499053319645358	Dishes
1544.wav	3.861252338515931	4.623134338515931	Cat
1545.wav	6.340435571142337	7.095310571142337	Cat
1545.wav	7.31111591564277	10.0	Cat
1546.wav	4.569949064294662	5.791354959986273	Speech
1547.wav	7.067369471373462	7.687596228743078	Speech
1548.wav	3.3864674017555902	4.778734975451735	Speech
155.wav	3.844433193711785	7.000578193711785	Alarm_bell_ringing
1550.wav	1.5765113700610327	2.9557403700610334	Speech
1552.wav	3.019114543883888	3.644896543883888	Speech
1552.wav	5.956017299662489	6.568670299662489	Speech
1553.wav	3.161947735278023	3.987593735278023	Cat
1553.wav	4.688833251049717	5.785227808872846	Cat
1554.wav	5.33900739551458	6.47542439551458	Speech
1555.wav	4.509310617596946	5.050920594921209	Cat
1555.wav	5.790925121654947	6.563260722561977	Cat
1555.wav	8.382099621617899	10.0	Cat
1556.wav	2.6066749081761302	3.23665190817613	Cat
1556.wav	5.353433527731845	5.982639527731844	Cat
1556.wav	9.45637690478594	10.0	Cat
156.wav	9.453222186271566	10.0	Speech
1560.wav	0.593461000047193	1.8566805106411333	Cat
1560.wav	2.336924348317841	3.393863123828045	Cat
1560.wav	5.734047303401264	8.382198720669921	Cat
1560.wav	9.159102381962844	10.0	Cat
1562.wav	1.871954457326416	2.834267382496484	Speech
1562.wav	6.3858395777653305	6.792143432640613	Speech
1563.wav	0.19514432163508205	5.1876613216350815	Cat
1566.wav	1.039383819895928	2.0046668198959283	Cat
1566.wav	4.06270506253631	5.5970063300425865	Cat
1566.wav	8.07173803602984	8.85423203602984	Cat
1567.wav	0.7185303181868998	1.7717953181868995	Cat
1568.wav	6.532929721491962	7.427827680675636	Cat
1569.wav	9.544782479213573	10.0	Running_water
1570.wav	0.7563108582126987	1.8025238582126988	Cat
1571.wav	6.461619659203636	7.24715253902223	Cat
1572.wav	1.124823029665002	1.669766029665002	Cat
1572.wav	2.66150187808344	3.52989187808344	Cat
1572.wav	5.423111349331674	6.635019567341423	Cat
1573.wav	8.141315136221554	10.0	Cat
1574.wav	3.882543248950287	4.485785879335776	Cat
1575.wav	1.3327793776167396	2.2431873776167395	Cat
1575.wav	2.4173760382829665	5.853254906601213	Cat
1575.wav	7.071095097305336	7.766083759436856	Cat
1576.wav	7.030258200135778	7.664498200135778	Speech
1576.wav	9.223271132158207	10.0	Speech
1578.wav	7.309490541535107	7.6074495415351056	Dog
1578.wav	8.036513023373804	10.0	Dog
1579.wav	0.5586985104464408	3.5369295104464413	Cat
1579.wav	4.327032245036178	4.649141088573593	Cat
1579.wav	4.912654668694043	7.203970118582066	Cat
1579.wav	7.602936395781415	8.415589395781414	Cat
158.wav	2.7834708397606294	3.5251488397606288	Dog
1581.wav	8.44821064629263	10.0	Running_water
1583.wav	3.944878822897081	4.710298324030869	Speech
1584.wav	1.059368895851446	1.927214700840108	Cat
1584.wav	4.954449404827965	10.0	Cat
1585.wav	8.788164952492316	9.12086295249232	Alarm_bell_ringing
1586.wav	7.336195628265374	8.231093587449047	Cat
1586.wav	8.710557017071832	9.660171529543486	Cat
1587.wav	2.7961938600665164	4.83936846324112	Dog
1588.wav	5.7386979529750315	6.139990469981832	Dog
1589.wav	4.753446640037865	5.394421640037866	Speech
159.wav	3.9055676023539303	5.1269734980455395	Speech
1590.wav	7.755448826085344	8.771457826085344	Cat
1592.wav	0.19314929804530973	0.9793392980453098	Cat
1592.wav	3.3329809832898163	4.348989983289815	Cat
1594.wav	3.4690376824272717	5.861758682427269	Speech
1596.wav	9.2341144125969	10.0	Speech
1597.wav	2.3193174396499163	2.778795439649916	Cat
1597.wav	4.741269598488868	5.755192500983199	Cat
1597.wav	8.681917822498441	10.0	Cat
1599.wav	9.546079706617817	10.0	Cat
1600.wav	0.2668371291968813	1.2807600316912122	Cat
1600.wav	2.415335203895975	3.4292581063903063	Cat
1600.wav	7.505205977747664	8.496429977747665	Cat
1601.wav	3.07189156453497	3.946857550929528	Cat
1601.wav	9.301496368606266	10.0	Cat
1602.wav	5.4133047112713015	7.8060257112713005	Speech
1603.wav	3.557454478677352	4.603667478677352	Cat
1603.wav	6.329319985563392	6.7887979855633915	Cat
1604.wav	8.85222440065464	9.720070205643301	Cat
1606.wav	1.6863423271077016	3.0563423271077017	Speech
